Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
4044-PAOF,No,69,267,829.5,0,0,No,no,0,0,19,Yes,0,NY,348-6853,Female,26,Yes,No,No,0,Yes,Two Year,Credit Card,40,2752,,
8477-QNWU,No,22,140,334.6,0,0,No,no,0,0,24,Yes,0,TX,330-8142,Female,22,Yes,No,No,0,No,Month-to-Month,Credit Card,41,906,,
1113-TJTT,No,30,161,357.8,0,0,No,no,0,1,0,No,0,WV,361-1404,Female,34,No,No,No,0,No,Two Year,Credit Card,12,346,,
4071-GCHK,No,36,73,218.7,0,0,No,no,0,0,0,No,0,MI,375-9671,Male,43,No,No,No,0,No,One Year,Direct Debit,11,395,,
8098-LPQH,No,1,3,7,0,0,No,no,0,1,14,No,6,NE,408-3606,Male,52,No,No,No,0,No,Month-to-Month,Direct Debit,25,25,,
0485-KOAV,No,21,62,149.7,0,0,No,no,0,0,14,Yes,0,SD,333-3595,Male,24,Yes,No,No,0,No,Month-to-Month,Credit Card,32,683,,
0559-FGIX,No,7,37,94.4,0,0,No,no,0,0,15,Yes,0,NJ,379-7009,Male,26,Yes,No,No,0,Yes,Two Year,Credit Card,24,178,,
1145-JVZV,No,36,116,358.1,0,0,No,no,0,1,2,Yes,0,AK,411-4940,Female,49,No,No,No,0,Yes,Two Year,Credit Card,33,1195,,
6676-VJRE,No,73,114,292.9,0,0,No,no,0,0,24,Yes,0,CO,408-6725,Male,27,Yes,No,No,0,Yes,Two Year,Credit Card,42,3085,,
6739-RZND,No,23,61,138.8,0,0,No,no,0,1,9,Yes,0,NH,399-8859,Female,64,No,No,No,0,Yes,Two Year,Credit Card,41,947,,
7827-RJKC,No,16,73,164.3,48,132.8,Yes,yes,0,2,3,Yes,0,CO,377-4518,Male,36,No,No,No,0,Yes,One Year,Direct Debit,45,747,,
8273-MSZT,No,1,6,16,0,0,No,no,0,0,10,Yes,0,KY,341-1594,Male,26,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,27,27,,
0125-CXRT,No,73,127,366.4,0,0,No,no,0,2,0,No,0,IN,332-9118,Female,49,No,No,No,0,No,Two Year,Credit Card,10,704,,
2950-ZPUD,No,1,2,5,0,0,No,no,0,0,0,No,0,OR,386-1418,Male,36,No,No,No,0,No,Month-to-Month,Credit Card,9,9,,
5485-RHLA,No,70,457,845.5,0,0,No,no,0,0,6,Yes,0,SD,393-3535,Male,63,No,No,No,0,No,Two Year,Direct Debit,45,3191,,
2665-DBMI,No,63,85,252.7,0,0,No,no,0,1,6,Yes,0,OR,402-2482,Female,37,No,No,No,0,Yes,Two Year,Credit Card,29,1836,,
6696-TRAG,No,7,23,56.7,0,0,No,no,0,0,14,Yes,0,NE,408-4865,Female,29,Yes,No,No,0,No,Month-to-Month,Credit Card,18,130,,
6794-ZDAN,No,32,69,192.6,0,0,No,no,0,0,1,Yes,0,TX,356-1358,Female,45,No,No,No,0,No,Month-to-Month,Direct Debit,35,1123,,
9531-CRLJ,No,65,253,523.4,0,0,No,no,0,0,1,No,62,WI,360-7839,Male,50,No,No,No,0,No,Month-to-Month,Direct Debit,40,2646,,
4813-AGUS,No,38,119,303.3,0,0,No,no,0,2,0,No,0,VA,348-5038,Male,20,Yes,No,No,0,No,One Year,Direct Debit,15,584,,
7748-ZYUE,No,8,33,76.5,0,0,No,no,0,0,2,Yes,0,AR,365-4728,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,28,214,,
3591-OWQP,No,22,97,304.4,0,0,No,no,0,1,5,Yes,0,OH,397-9184,Female,78,No,Yes,No,0,No,Two Year,Credit Card,39,844,,
4266-WJDZ,No,1,2,7,0,0,No,no,0,2,8,Yes,0,IL,382-6827,Male,32,No,No,No,0,No,Month-to-Month,Direct Debit,24,24,,
9362-KCLM,No,1,3,7,0,0,No,no,0,2,26,No,4,DC,333-9511,Female,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,22,22,,
8830-VTES,No,55,404,876.3,0,0,No,no,0,0,4,Yes,0,IA,331-2144,Male,67,No,Yes,No,0,No,Two Year,Direct Debit,52,2828,,
0885-HFED,No,5,26,60.1,0,0,No,no,0,0,0,No,0,AL,345-7014,Female,26,Yes,No,No,0,No,Two Year,Credit Card,9,44,,
9298-IVVF,No,52,419,778.8,0,0,No,no,0,2,0,No,0,WV,373-8920,Female,23,Yes,No,No,0,No,One Year,Direct Debit,11,584,,
4978-QAGZ,No,43,214,646.6,0,0,No,no,0,1,2,Yes,0,WA,373-8908,Male,65,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,33,1409,,
7763-ZMML,No,60,221,536.5,0,0,No,no,0,1,1,Yes,0,SC,369-7017,Male,53,No,No,No,0,Yes,One Year,Credit Card,42,2477,,
9985-KBVP,No,70,302,836.6,210,973,Yes,yes,0,1,6,No,53,NC,420-8435,Male,36,No,No,No,0,Yes,One Year,Direct Debit,21,1459,,
6212-NITX,No,15,94,222.8,0,0,No,no,0,0,0,No,0,NH,395-2579,Male,66,No,Yes,No,0,No,One Year,Credit Card,7,102,,
6172-SZVQ,No,39,244,430.6,117,335.4,Yes,yes,0,2,0,No,0,FL,394-7710,Female,51,No,No,No,0,No,One Year,Paper Check,9,333,,
9230-VDSG,No,48,144,289.3,0,0,No,no,0,1,5,Yes,0,NC,340-1876,Female,75,No,Yes,No,0,Yes,Two Year,Credit Card,40,1944,,
0257-HLPO,No,65,281,851.3,0,0,No,no,0,1,36,Yes,0,NM,407-2259,Female,22,Yes,No,No,0,Yes,Two Year,Credit Card,36,2327,,
3931-UWXF,No,51,101,304.9,153,408,Yes,yes,0,1,12,Yes,0,OH,379-1720,Female,75,No,Yes,No,0,Yes,Two Year,Direct Debit,23,1163,,
4451-MSWO,No,7,12,27.3,28,60.9,Yes,yes,0,2,0,No,0,TN,368-3117,Male,40,No,No,No,0,No,One Year,Paper Check,16,106,,
6826-QYHY,No,26,94,342.1,0,0,No,no,0,0,9,Yes,0,MA,352-5000,Female,73,No,Yes,No,0,Yes,One Year,Credit Card,21,558,,
7786-BGST,No,48,235,479.2,0,0,No,no,0,2,1,Yes,0,MI,405-7676,Male,76,No,Yes,No,0,No,One Year,Direct Debit,64,3057,,
2018-IMMN,No,1,6,15,0,0,No,no,0,1,3,Yes,0,MD,369-7049,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,27,27,,
4529-SZSD,No,1,5,13,0,0,No,no,0,0,1,Yes,0,AZ,362-3660,Male,54,No,No,No,0,No,Month-to-Month,Paper Check,16,16,,
6035-AFOJ,No,71,345,780.2,0,0,No,no,0,1,11,Yes,0,WI,395-8330,Female,57,No,No,No,0,Yes,Two Year,Credit Card,30,2123,,
5249-YABY,No,41,92,206.7,0,0,No,no,0,2,7,Yes,0,WV,373-8895,Female,68,No,Yes,No,0,No,Two Year,Credit Card,33,1344,,
7488-PVPJ,No,71,326,850.5,0,0,No,no,0,0,1,Yes,0,NY,386-4581,Male,62,No,No,No,0,Yes,Two Year,Credit Card,46,3261,,
3216-NWMX,No,48,262,527.2,0,0,No,no,0,2,21,No,42,OK,354-8191,Male,23,Yes,No,No,0,No,One Year,Credit Card,43,2064,,
4646-NGEL,No,72,346,862.2,288,698.4,Yes,yes,0,1,5,Yes,0,NC,359-7562,Male,59,No,No,No,0,Yes,Two Year,Credit Card,56,3989,,
0412-YPJZ,No,3,9,22.6,0,0,No,no,0,1,0,No,0,KY,359-4336,Male,25,Yes,No,No,0,No,Month-to-Month,Credit Card,12,38,,
0937-OVGK,No,26,33,103.6,0,0,No,no,0,2,2,Yes,0,NE,334-6519,Male,38,No,No,No,0,No,Month-to-Month,Direct Debit,22,574,,
5972-RVMH,No,27,120,293.1,189,332.1,Yes,yes,0,1,4,Yes,0,AK,352-9130,Male,48,No,No,No,0,No,One Year,Direct Debit,30,804,,
9345-ODZG,No,65,198,458.2,0,0,No,no,0,0,3,No,22,ID,360-8919,Male,58,No,No,No,0,Yes,Two Year,Direct Debit,25,1629,,
7257-FOOI,No,24,70,214.2,0,0,No,no,0,0,2,Yes,0,WA,381-2498,Female,59,No,No,No,0,Yes,One Year,Direct Debit,25,592,,
8041-CRYZ,No,13,120,202.4,0,0,No,no,0,2,4,Yes,0,SD,357-5696,Male,61,No,No,No,0,No,Month-to-Month,Paper Check,15,208,,
4958-GKHI,No,4,7,16.3,4,39.6,Yes,yes,0,0,2,Yes,0,WI,405-5403,Male,77,No,Yes,No,0,No,Two Year,Credit Card,18,74,,
0531-YTUI,No,46,269,639.6,0,0,No,no,0,1,2,Yes,0,NM,396-7091,Female,50,No,No,No,0,No,Month-to-Month,Direct Debit,26,1188,,
2829-FQVC,No,68,138,340,0,0,No,no,0,1,10,Yes,0,HI,398-3004,Male,60,No,No,No,0,No,Two Year,Direct Debit,37,2511,,
1149-CYZO,No,38,238,569.9,0,0,No,no,0,0,6,No,55,KY,400-4020,Male,55,No,No,No,0,Yes,Month-to-Month,Direct Debit,31,1174,,
1951-MIVV,No,18,45,124.1,0,0,No,no,0,2,11,Yes,0,AZ,332-6633,Male,48,No,No,No,0,Yes,Month-to-Month,Credit Card,61,1074,,
0083-AUNQ,No,13,43,103.5,0,0,No,no,0,1,0,No,0,MO,412-9190,Female,34,No,No,No,0,No,One Year,Direct Debit,10,132,,
0323-STHP,No,71,201,711,0,0,No,no,0,1,2,Yes,0,AL,368-9007,Male,61,No,No,No,0,Yes,Two Year,Credit Card,42,3016,,
0141-HSXP,No,3,12,23.2,21,42,Yes,yes,0,1,2,Yes,0,NJ,384-5632,Male,56,No,No,No,0,No,Month-to-Month,Direct Debit,41,120,,
3613-SOGD,No,39,118,271.1,0,0,No,no,0,0,0,No,0,NY,343-9645,Female,41,No,No,No,0,No,One Year,Paper Check,12,474,,
0382-BYDZ,No,38,228,345.7,0,0,No,no,0,2,4,No,74,DC,384-7873,Male,53,No,No,No,0,No,One Year,Credit Card,17,645,,
4111-SHSH,No,7,30,80,0,0,No,no,0,0,3,Yes,0,NE,396-2187,Female,47,No,No,No,0,No,Month-to-Month,Direct Debit,52,379,,
5851-UYMJ,No,70,296,631.3,0,0,No,no,0,0,0,No,0,MA,383-5109,Male,24,Yes,No,No,0,No,Two Year,Credit Card,10,723,,
4580-AZMZ,No,7,29,79.9,0,0,No,no,0,1,0,No,0,VT,377-7843,Male,68,No,Yes,No,0,No,One Year,Paper Check,12,85,,
3045-ZUBC,No,42,108,211,0,0,No,no,0,1,0,No,0,NH,371-1727,Male,62,No,No,No,0,No,One Year,Direct Debit,10,421,,
9574-QFYY,No,64,234,579.9,0,0,No,no,0,2,2,No,47,IL,369-8871,Female,63,No,No,No,0,Yes,One Year,Direct Debit,45,2932,,
8165-NTWA,No,3,6,10.8,0,0,No,no,0,2,12,Yes,0,UT,335-9726,Female,20,Yes,No,No,0,No,Month-to-Month,Direct Debit,32,86,,
2416-RVPE,No,25,107,323,0,0,No,no,0,2,1,Yes,0,WV,357-3709,Male,48,No,No,No,0,No,Month-to-Month,Credit Card,18,458,,
8076-CNIR,No,71,107,285.2,0,0,No,no,0,0,3,Yes,0,NM,366-9211,Female,67,No,Yes,No,0,Yes,Two Year,Credit Card,35,2479,,
4844-FCSB,No,25,93,220.9,0,0,No,no,0,0,14,Yes,0,ND,384-9033,Male,30,No,No,No,0,No,Month-to-Month,Direct Debit,20,479,,
3537-ZULC,No,23,35,92.2,0,0,No,no,0,0,0,No,0,NM,404-7518,Male,42,No,No,No,0,No,Month-to-Month,Direct Debit,10,233,,
9465-KYXE,No,69,485,966.2,0,0,No,no,0,1,12,Yes,0,DE,353-1954,Male,36,No,No,No,0,Yes,Two Year,Credit Card,40,2781,,
7515-TOHI,No,58,227,523.6,0,0,No,no,0,0,6,Yes,0,NJ,412-3898,Female,42,No,No,No,0,Yes,Two Year,Direct Debit,34,1967,,
9479-LZNE,No,4,19,48.8,0,0,No,no,0,2,0,No,0,NY,337-1151,Male,30,No,No,No,0,No,Month-to-Month,Direct Debit,11,42,,
3828-QDWL,No,52,83,259.8,260,405.6,Yes,yes,0,2,17,Yes,0,DE,374-4664,Female,29,Yes,No,No,0,Yes,One Year,Direct Debit,44,2310,,
1435-PKWS,No,1,3,8,0,0,No,no,0,0,0,No,0,RI,396-9656,Male,29,Yes,No,No,0,No,Month-to-Month,Paper Check,11,11,,
4433-EHPQ,No,21,36,126.7,0,0,No,no,0,0,0,No,0,PA,377-5043,Male,57,No,No,No,0,No,One Year,Paper Check,12,249,,
2583-KFUG,No,50,89,200.9,250,680,Yes,yes,0,0,0,No,0,MD,375-2184,Female,65,No,Yes,No,0,No,One Year,Direct Debit,10,524,,
2022-VXWE,No,52,139,207.9,0,0,No,no,0,1,2,Yes,0,VA,367-6005,Female,54,No,No,No,0,No,One Year,Direct Debit,29,1524,,
8773-OAYK,No,1,4,12,0,0,No,no,0,3,0,No,0,OR,414-4741,Female,28,Yes,No,No,0,No,Month-to-Month,Paper Check,13,13,,
6470-AMDU,No,64,281,832.1,0,0,No,no,0,0,6,No,44,WI,371-8452,Male,45,No,No,No,0,Yes,One Year,Direct Debit,36,2312,,
2850-CLVV,No,3,16,41.5,0,0,No,no,0,1,15,Yes,0,VA,392-6239,Male,68,No,Yes,No,0,No,Month-to-Month,Paper Check,33,114,,
8956-VAKU,No,47,206,614.9,0,0,No,no,0,1,0,No,0,MO,410-5250,Male,48,No,No,No,0,No,Two Year,Credit Card,11,515,,
6636-ADIT,No,1,5,13,0,0,No,no,0,2,6,Yes,0,NV,336-1574,Male,34,No,No,No,0,No,Month-to-Month,Credit Card,23,23,,
1891-DDGX,No,71,256,707.6,0,0,No,no,0,0,2,No,63,IL,400-8952,Female,37,No,No,No,0,Yes,One Year,Direct Debit,57,4038,,
7855-FTPN,No,13,37,66.6,91,124.8,Yes,yes,0,1,15,Yes,0,MI,394-3048,Male,27,Yes,No,No,0,Yes,Month-to-Month,Credit Card,20,264,,
8290-GKLJ,No,72,160,430.1,0,0,No,no,0,0,3,Yes,0,MS,352-6282,Female,35,No,No,No,0,Yes,Two Year,Direct Debit,58,4174,,
9139-KFFL,No,46,250,694.9,0,0,No,no,0,0,16,Yes,0,KY,396-2945,Female,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,27,1271,,
7775-YLHX,No,24,227,362.2,0,0,No,no,0,0,7,No,37,RI,412-3527,Male,61,No,No,No,0,Yes,Month-to-Month,Direct Debit,30,732,,
3078-XLNP,No,40,87,201.3,0,0,No,no,0,2,8,Yes,0,DE,363-8755,Female,23,Yes,No,No,0,No,One Year,Direct Debit,31,1236,,
6382-BXBK,No,23,114,275.3,0,0,No,no,0,2,8,Yes,0,NM,388-8891,Male,23,Yes,No,No,0,Yes,One Year,Credit Card,47,1069,,
2256-BLZZ,No,8,23,39.1,0,0,No,no,0,0,15,Yes,0,RI,360-1776,Male,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,34,267,,
6132-FCLD,No,63,102,253,0,0,No,no,0,0,8,Yes,0,MS,411-3578,Male,35,No,No,No,0,No,One Year,Paper Check,28,1778,,
0976-BXVF,No,24,44,94.3,0,0,No,no,0,2,9,No,39,NE,350-1532,Male,71,No,Yes,No,0,No,Two Year,Credit Card,19,443,,
5128-DCDW,No,52,225,518.5,0,0,No,no,0,1,24,Yes,0,KY,407-9290,Female,24,Yes,No,No,0,Yes,One Year,Paper Check,62,3220,,
6896-ROVB,No,60,85,241.6,0,0,No,no,0,0,1,Yes,0,SD,358-6672,Female,59,No,No,No,0,Yes,Two Year,Direct Debit,19,1121,,
6100-RWDE,No,22,71,201.7,0,0,No,no,0,2,0,No,0,KS,336-7357,Female,35,No,No,No,0,No,One Year,Credit Card,9,193,,
4201-UXYR,No,71,337,850.8,0,0,No,no,0,2,27,Yes,0,CO,394-6668,Male,25,Yes,No,No,0,Yes,Two Year,Direct Debit,41,2917,,
7394-TDLQ,No,20,149,278.9,0,0,No,no,0,1,0,No,0,WA,355-1735,Male,42,No,No,No,0,No,Two Year,Paper Check,11,213,,
6289-MEER,No,31,103,251,186,483.6,Yes,yes,0,0,12,No,64,SC,340-4972,Male,80,No,Yes,No,0,No,Two Year,Direct Debit,44,1388,,
6068-CARH,No,56,187,558.3,168,744.8,Yes,yes,0,0,10,Yes,0,RI,417-4826,Female,21,Yes,No,No,0,Yes,Two Year,Paper Check,27,1484,,
2697-AQQV,No,11,22,75.1,0,0,No,no,0,1,3,Yes,0,KY,417-6683,Male,34,No,No,No,0,Yes,Month-to-Month,Direct Debit,40,434,,
5698-NIUV,No,27,105,299.9,0,0,No,no,0,1,3,Yes,0,SC,364-9425,Male,41,No,No,No,0,No,One Year,Credit Card,36,990,,
2570-DEXX,No,36,45,179.3,0,0,No,no,0,0,12,No,78,MT,420-5652,Female,57,No,No,No,0,No,Two Year,Credit Card,17,614,,
1706-WHKP,No,46,133,320.1,0,0,No,no,0,1,3,Yes,0,VA,334-5634,Male,36,No,No,No,0,Yes,One Year,Credit Card,39,1803,,
1095-BAWV,No,16,70,190.9,0,0,No,no,0,1,10,Yes,0,MA,403-4200,Female,58,No,No,No,0,No,Month-to-Month,Direct Debit,55,878,,
9699-YBLS,No,22,155,301.8,0,0,No,no,0,0,0,No,0,MD,369-2899,Male,66,No,Yes,No,0,No,One Year,Credit Card,12,267,,
1854-BLUI,No,68,257,682,0,0,No,no,0,0,19,Yes,0,CO,388-8722,Male,21,Yes,No,No,0,Yes,Two Year,Credit Card,23,1571,,
4966-YSKZ,No,8,47,118.2,0,0,No,no,0,1,2,Yes,0,PA,334-5223,Female,63,No,No,No,0,Yes,Two Year,Credit Card,46,391,,
5203-LPYA,No,6,14,41,0,0,No,no,0,0,0,No,0,TX,340-8323,Female,33,No,No,No,0,No,Month-to-Month,Credit Card,13,74,,
0258-BKVP,No,54,133,326.6,0,0,No,no,0,0,3,Yes,0,NY,337-6851,Male,46,No,No,No,0,No,Two Year,Credit Card,22,1195,,
9382-SFTS,No,72,161,361.6,0,0,No,no,0,2,1,Yes,0,TX,358-7914,Male,60,No,No,No,0,Yes,Two Year,Direct Debit,32,2332,,
5912-RMRJ,No,29,44,117.3,0,0,No,no,0,2,0,No,0,OR,386-8536,Female,67,No,Yes,No,0,No,One Year,Credit Card,10,287,,
6618-GWHQ,No,36,258,583.1,0,0,No,no,0,0,0,No,0,MD,398-4814,Male,60,No,No,No,0,No,Two Year,Direct Debit,9,323,,
5022-KDWI,No,51,204,615.2,0,0,No,no,0,1,17,Yes,0,SD,390-9986,Male,30,No,No,No,0,No,One Year,Credit Card,40,2070,,
1447-DWUK,No,16,34,93.2,0,0,No,no,0,0,9,Yes,0,DE,352-5542,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,49,757,,
1766-JZAP,No,12,24,61.9,0,0,No,no,0,0,6,Yes,0,SC,394-9825,Male,55,No,No,No,0,Yes,One Year,Direct Debit,63,782,,
7437-EEMF,No,70,305,768,0,0,No,no,0,2,2,Yes,0,NV,387-2698,Male,77,No,Yes,No,0,No,One Year,Direct Debit,36,2485,,
9549-UBVU,No,23,94,204.1,69,248.4,Yes,yes,0,1,0,No,0,IL,417-1360,Female,36,No,No,No,0,No,One Year,Credit Card,13,290,,
2899-HEKO,No,17,27,84.6,0,0,No,no,0,1,0,No,0,SD,408-4836,Female,62,No,No,No,0,No,Two Year,Credit Card,8,130,,
4149-VRAB,No,42,107,291.5,0,0,No,no,0,0,14,Yes,0,MT,387-4504,Male,22,Yes,No,No,0,Yes,One Year,Direct Debit,24,1019,,
3717-TQQA,No,1,6,14,0,0,No,no,0,0,4,Yes,0,WA,369-7903,Male,81,No,Yes,No,0,No,Two Year,Direct Debit,48,48,,
2589-ORTA,No,1,2,5,0,0,No,no,0,0,14,No,12,NE,399-6852,Female,70,No,Yes,No,0,No,Two Year,Credit Card,33,33,,
8791-MBWW,No,71,149,282.9,0,0,No,no,0,0,10,Yes,0,IA,349-4070,Male,33,No,No,No,0,Yes,Two Year,Direct Debit,36,2579,,
3361-NLJD,No,9,36,119,0,0,No,no,0,0,0,No,0,WI,394-6505,Male,29,Yes,No,No,0,No,Two Year,Credit Card,10,86,,
3687-IHVM,No,29,126,434.7,0,0,No,no,0,1,12,Yes,0,MT,419-3612,Female,71,No,Yes,No,0,Yes,Two Year,Direct Debit,24,690,,
9286-VQEA,No,15,123,239.7,0,0,No,no,0,0,5,Yes,0,GA,356-1952,Male,64,No,No,No,0,No,Two Year,Direct Debit,26,392,,
4553-VUEV,No,7,32,65.9,70,70,Yes,yes,0,1,0,No,0,MT,416-7866,Male,51,No,No,No,0,No,One Year,Credit Card,8,55,,
1144-XNOE,No,67,437,1012.1,0,0,No,no,0,2,21,Yes,0,ND,398-1759,Female,29,Yes,No,No,0,Yes,Two Year,Direct Debit,57,3862,,
9172-WIPR,No,3,5,10.7,0,0,No,no,0,0,2,Yes,0,SD,412-7278,Male,35,No,No,No,0,Yes,Month-to-Month,Direct Debit,40,107,,
3874-YKTE,No,69,374,962.2,0,0,No,no,0,0,10,Yes,0,OH,386-5684,Female,36,No,No,No,0,Yes,Month-to-Month,Direct Debit,55,3752,,
9733-PCGY,No,71,369,922.5,0,0,No,no,0,0,3,Yes,0,MT,334-4354,Female,43,No,No,No,0,Yes,Two Year,Direct Debit,28,1998,,
6640-EDBQ,No,48,274,666.8,0,0,No,no,0,0,6,Yes,0,NV,330-3429,Female,34,No,No,No,0,Yes,Month-to-Month,Direct Debit,61,2899,,
4333-QGSX,No,46,107,228.9,0,0,No,no,0,1,18,Yes,0,LA,353-5557,Male,33,No,No,No,0,Yes,Month-to-Month,Credit Card,49,2228,,
1128-YZJX,No,50,143,353.1,0,0,No,no,0,2,2,No,6,VT,411-5334,Male,52,No,No,No,0,No,Month-to-Month,Direct Debit,39,1977,,
3868-UINY,No,72,217,862.1,0,0,No,no,0,2,6,Yes,0,CT,374-7285,Male,42,No,No,No,0,Yes,Two Year,Direct Debit,52,3741,,
8479-CFJA,No,70,121,420,0,0,No,no,0,2,7,Yes,0,MI,357-7875,Male,34,No,No,No,0,Yes,Two Year,Direct Debit,34,2397,,
0138-KFWF,No,67,220,602.5,0,0,No,no,0,1,0,No,0,ME,345-9598,Female,49,No,No,No,0,No,Two Year,Credit Card,16,1061,,
2821-GFNX,No,52,310,519.1,0,0,No,no,0,2,2,Yes,0,MD,353-3203,Male,63,No,No,No,0,No,One Year,Direct Debit,49,2538,,
1963-LYSY,No,31,159,466.9,0,0,No,no,0,0,0,No,0,VA,330-7486,Female,55,No,No,No,0,No,One Year,Direct Debit,13,393,,
1400-MHPG,No,34,171,509.1,0,0,No,no,0,1,19,No,0,NJ,397-6425,Female,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,31,1039,,
5242-PWRI,No,66,203,526.8,0,0,No,no,0,2,3,Yes,0,DC,406-5023,Male,69,No,Yes,No,0,Yes,One Year,Direct Debit,48,3159,,
4418-OHSR,No,46,313,556.1,0,0,No,no,0,2,6,Yes,0,DC,368-2458,Male,48,No,No,No,0,No,Month-to-Month,Credit Card,56,2591,,
2996-GGQA,No,40,307,483.2,0,0,No,no,0,1,0,No,0,WI,412-8811,Male,41,No,No,No,0,No,One Year,Direct Debit,7,285,,
7149-LHRK,No,14,82,213.9,0,0,No,no,0,1,0,No,0,IN,413-3990,Male,29,Yes,No,No,0,No,Month-to-Month,Credit Card,12,175,,
8451-XHGL,No,55,299,608.9,0,0,No,no,0,1,5,No,6,ID,394-4512,Male,73,No,Yes,No,0,Yes,Two Year,Direct Debit,65,3597,,
3791-FJQR,No,13,23,65.4,26,131.3,Yes,yes,0,2,14,Yes,0,NH,400-8538,Female,21,Yes,No,No,0,No,One Year,Credit Card,21,279,,
5859-GNBY,No,15,131,245.7,0,0,No,no,0,1,3,Yes,0,AZ,390-1552,Male,55,No,No,No,0,No,One Year,Credit Card,31,476,,
8369-BGQL,No,71,87,284.5,0,0,No,no,0,0,6,Yes,0,MO,389-4695,Male,76,No,Yes,No,0,Yes,Two Year,Credit Card,40,2840,,
0063-TQGW,No,35,163,417.5,0,0,No,no,0,0,2,No,27,ND,405-2831,Female,41,No,No,No,0,Yes,One Year,Direct Debit,28,960,,
4908-VKCZ,No,49,223,730.3,0,0,No,no,0,1,2,Yes,0,CT,416-4351,Female,47,No,No,No,0,Yes,Two Year,Credit Card,18,886,,
3540-LTKZ,No,73,538,1095.7,0,0,No,no,0,2,3,Yes,0,ND,391-8369,Male,37,No,No,No,0,Yes,Two Year,Credit Card,51,3752,,
0323-BUFB,No,20,61,139.5,0,0,No,no,0,2,0,No,0,NV,347-1814,Female,47,No,No,No,0,No,Month-to-Month,Credit Card,12,234,,
3694-OYEL,No,9,34,86.3,0,0,No,no,0,2,3,Yes,0,CO,407-5056,Male,39,No,No,No,0,Yes,Month-to-Month,Direct Debit,40,343,,
8064-OIAJ,No,2,8,17.3,0,0,No,no,0,2,6,Yes,0,MO,367-8924,Male,59,No,No,No,0,No,Month-to-Month,Credit Card,45,87,,
4382-ODVU,No,40,196,634.5,0,0,No,no,0,1,4,Yes,0,MA,419-5171,Female,59,No,No,No,0,No,Month-to-Month,Credit Card,27,1083,,
1980-DXMB,No,69,504,825.1,0,0,No,no,0,2,1,Yes,0,NY,396-7687,Male,54,No,No,No,0,Yes,One Year,Direct Debit,41,2793,,
5827-MQNI,No,12,61,166.5,0,0,No,no,0,2,7,Yes,0,NH,413-2194,Male,81,No,Yes,No,0,No,Two Year,Direct Debit,29,344,,
2004-JBFM,No,53,167,424.8,106,720.8,Yes,yes,0,1,17,No,18,GA,355-2634,Male,24,Yes,No,No,0,No,One Year,Credit Card,28,1471,,
8345-DRKP,No,33,130,364.3,0,0,No,no,0,0,1,Yes,0,MN,422-5350,Male,38,No,No,No,0,Yes,Month-to-Month,Direct Debit,51,1688,,
0328-HHVT,No,48,238,675.5,0,0,No,no,0,2,17,Yes,0,MI,329-2388,Female,19,Yes,No,No,0,No,Month-to-Month,Direct Debit,27,1288,,
6041-TPOJ,No,38,143,338.1,0,0,No,no,0,1,0,No,0,ID,381-5273,Male,58,No,No,No,0,No,Two Year,Direct Debit,16,596,,
4171-SILG,No,3,7,16.3,0,0,No,no,0,2,0,No,0,CT,421-6694,Female,62,No,No,No,0,No,Month-to-Month,Direct Debit,11,36,,
9775-JVWG,No,33,70,164.4,0,0,No,no,0,1,2,Yes,0,LA,381-4029,Female,40,No,No,No,0,No,One Year,Direct Debit,26,846,,
5948-ZTFY,No,43,213,555.9,0,0,No,no,0,1,5,Yes,0,TX,416-6594,Male,48,No,No,No,0,No,Month-to-Month,Credit Card,40,1690,,
9925-BAHT,No,71,264,643.1,71,1079.2,Yes,yes,0,3,7,Yes,0,CA,388-6026,Female,62,No,No,No,0,Yes,Two Year,Direct Debit,78,5574,,
4419-PXBY,No,70,483,1124.1,0,0,No,no,0,1,2,Yes,0,WY,386-7118,Female,51,No,No,No,0,Yes,Two Year,Direct Debit,31,2156,,
1368-FHUI,No,42,164,460.5,0,0,No,no,0,0,0,No,0,CA,329-9067,Male,43,No,No,No,0,No,One Year,Direct Debit,8,353,,
2939-IBUO,No,1,3,8,0,0,No,no,0,1,0,No,0,WA,332-1502,Male,26,Yes,No,No,0,No,Month-to-Month,Credit Card,7,7,,
0200-SLDQ,No,11,46,169,0,0,No,no,0,0,24,Yes,0,MS,342-8320,Female,25,Yes,No,No,0,No,One Year,Credit Card,46,517,,
