customer_ID,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
AB1490,57.35,29,41356.31,119.84,Distributed 3rdgeneration definition,West Connor,0,Kazakhstan,4/23/2016 14:34,1
AB1491,34.86,38,49942.66,154.75,Pre-emptive cohesive budgetary management,West Justin,0,Bahrain,6/18/2016 17:56,1
AB1492,70.68,31,74430.08,199.08,Configurable multi-state utilization,Robertbury,0,Colombia,7/17/2016 1:58,0
AB1493,76.06,23,58633.63,201.04,Diverse multi-tasking parallelism,New Tinamouth,0,Brunei Darussalam,4/27/2016 4:28,0
AB1494,66.67,33,72707.87,228.03,Horizontal content-based synergy,Turnerview,1,Taiwan,4/21/2016 20:29,0
AB1495,46.77,32,31092.93,136.4,Multi-tiered maximized archive,Reneechester,1,Serbia,3/23/2016 6:00,1
AB1496,62.42,38,74445.18,143.94,Diverse executive groupware,West Tinashire,0,Saint Pierre and Miquelon,7/19/2016 7:59,1
AB1497,78.32,28,49309.14,239.52,Synergized cohesive array,Jamesfurt,0,Australia,6/26/2016 11:52,1
AB1498,37.32,50,56735.14,199.25,Versatile dedicated software,New Nancy,1,Chad,3/30/2016 23:40,1
AB1499,40.42,45,40183.75,133.9,Stand-alone reciprocal synergy,Lisamouth,1,Norway,3/16/2016 7:59,1
AB1500,76.77,36,58348.41,123.51,Universal even-keeled analyzer,Harveyport,0,Turks and Caicos Islands,5/4/2016 0:01,1
AB1501,65.65,30,72209.99,158.05,Up-sized tertiary contingency,Ramosstad,0,Finland,7/2/2016 21:22,0
AB1502,74.32,33,62060.11,128.17,Monitored real-time superstructure,North Kevinside,0,South Africa,5/23/2016 21:14,1
AB1503,73.27,32,67113.46,234.75,Streamlined analyzing initiative,Haleview,1,Martinique,1/29/2016 20:16,0
AB1504,80.03,44,24030.06,150.84,Automated static concept,Christinetown,0,Afghanistan,7/23/2016 14:47,1
AB1505,53.68,47,56180.93,115.26,Operative stable moderator,New Michael,1,Micronesia,2/16/2016 9:11,1
AB1506,85.84,32,62204.93,192.85,Up-sized 6thgeneration moratorium,Jonesland,1,French Southern Territories,6/9/2016 21:43,0
AB1507,85.03,30,60372.64,204.52,Expanded clear-thinking core,North Shannon,0,Philippines,6/19/2016 9:24,0
AB1508,70.44,24,65280.16,178.75,Polarized attitude-oriented superstructure,New Sonialand,1,Algeria,6/6/2016 21:26,0
AB1509,81.22,53,34309.24,223.09,Networked coherent interface,Port Jason,1,San Marino,1/7/2016 13:25,0
AB1510,39.96,45,59610.81,146.13,Enhanced homogeneous moderator,East Barbara,1,Guernsey,4/15/2016 6:08,1
AB1511,57.05,41,50278.89,269.96,Seamless full-range website,Port Erinberg,1,Sierra Leone,1/9/2016 3:45,1
AB1512,42.44,56,43450.11,168.27,Profit-focused attitude-oriented task-force,Petersonfurt,0,Tajikistan,2/10/2016 15:23,1
AB1513,62.2,25,25408.21,161.16,Cross-platform multimedia algorithm,New Lindaberg,0,Liechtenstein,4/24/2016 13:42,1
AB1514,76.7,36,71136.49,222.25,Open-source coherent monitoring,West Russell,0,Ecuador,6/12/2016 5:31,0
AB1515,61.22,45,63883.81,119.03,Streamlined logistical secured line,South Adam,1,Switzerland,1/5/2016 9:42,1
AB1516,84.54,33,64902.47,204.02,Synchronized stable complexity,North Tracyport,1,Moldova,3/2/2016 10:07,0
AB1517,46.08,30,66784.81,164.63,Synergistic value-added extranet,Brownport,1,Finland,7/21/2016 10:54,1
AB1518,56.7,48,62784.85,123.13,Progressive non-volatile neural-net,Port Crystal,0,France,1/9/2016 4:53,1
AB1519,81.03,28,63727.5,201.15,Persevering tertiary capability,Masonhaven,0,Venezuela,1/6/2016 13:20,0
AB1520,80.91,32,61608.23,231.42,Enterprise-wide bi-directional secured line,Derrickhaven,0,Cuba,1/31/2016 4:10,0
AB1521,40.06,38,56782.18,138.68,Organized contextually-based customer loyalty,Olsonstad,1,Peru,6/11/2016 8:38,1
AB1522,83.47,39,64447.77,226.11,Total directional approach,New Brandy,0,Turkey,5/15/2016 20:48,0
AB1523,73.84,31,42042.95,121.05,Programmable uniform productivity,South Jasminebury,0,Albania,6/18/2016 17:23,1
AB1524,74.65,28,67669.06,212.56,Robust transitional ability,East Timothy,0,French Southern Territories,3/17/2016 5:00,0
AB1525,60.25,35,54875.95,109.77,De-engineered fault-tolerant database,Charlottefort,0,Papua New Guinea,6/29/2016 13:35,1
AB1526,59.21,35,73347.67,144.62,Managed disintermediate matrices,Lake Beckyburgh,1,Liechtenstein,2/2/2016 8:55,1
AB1527,43.02,44,50199.77,125.22,Configurable bottom-line application,West Lindseybury,0,Thailand,4/13/2016 5:42,1
AB1528,84.04,38,50723.67,244.55,Self-enabling didactic pricing structure,West Alyssa,0,Malaysia,7/20/2016 9:27,0
AB1529,70.66,43,63450.96,120.95,Versatile scalable encryption,Lake Craigview,1,Mauritius,2/26/2016 4:57,1
AB1530,70.58,26,56694.12,136.94,Proactive next generation knowledge user,Lake David,0,Algeria,2/26/2016 9:18,1
AB1531,72.44,34,70547.16,230.14,Customizable tangible hierarchy,Bruceburgh,0,Christmas Island,4/15/2016 14:45,0
AB1532,40.17,26,47391.95,171.31,Visionary asymmetric encryption,South Lauratown,1,Japan,2/1/2016 14:37,1
AB1533,79.15,26,62312.23,203.23,Intuitive explicit conglomeration,Port Robin,0,Greenland,1/20/2016 19:09,0
AB1534,44.49,53,63100.13,168,Business-focused real-time toolset,Jacksonburgh,1,Sao Tome and Principe,4/23/2016 6:28,1
AB1535,73.04,37,73687.5,221.79,Organic contextually-based focus group,Erinmouth,1,Senegal,6/19/2016 22:26,0
AB1536,76.28,33,52686.47,254.34,Right-sized asynchronous website,Port Aliciabury,0,Guadeloupe,2/15/2016 7:55,0
AB1537,68.88,37,78119.5,179.58,Advanced 5thgeneration capability,Port Whitneyhaven,0,Belgium,2/9/2016 19:37,0
AB1538,73.1,28,57014.84,242.37,Universal asymmetric archive,Jeffreyshire,0,Israel,1/25/2016 7:52,0
AB1539,47.66,29,27086.4,156.54,Devolved responsive structure,Tinaton,0,Honduras,7/18/2016 11:33,1
AB1540,87.3,35,58337.18,216.87,Triple-buffered regional toolset,North Loriburgh,0,Estonia,1/9/2016 7:28,0
AB1541,89.34,32,50216.01,177.78,Object-based executive productivity,Wendyton,1,Paraguay,3/21/2016 21:15,0
AB1542,81.37,26,53049.44,156.48,Business-focused responsive website,Lake Jacqueline,1,Kyrgyz Republic,2/15/2016 12:25,0
AB1543,81.67,28,62927.96,196.76,Visionary analyzing structure,North Christopher,1,Mauritania,3/4/2016 8:48,0
AB1544,46.37,52,32847.53,144.27,De-engineered solution-oriented open architecture,Alexanderfurt,0,French Guiana,1/5/2016 0:02,1
AB1545,54.88,24,32006.82,148.61,Customizable modular Internet solution,West Pamela,0,Northern Mariana Islands,5/15/2016 1:03,1
AB1546,40.67,35,48913.07,133.18,Stand-alone encompassing throughput,West Amanda,0,Lebanon,5/5/2016 9:28,1
AB1547,71.76,35,69285.69,237.39,Customizable zero-defect matrix,South Tomside,0,Saint Pierre and Miquelon,5/26/2016 13:18,0
AB1548,47.51,51,53700.57,130.41,Managed well-modulated collaboration,Bethburgh,1,American Samoa,5/21/2016 1:36,1
AB1549,75.15,22,52011,212.87,Universal global intranet,Jamiefort,1,Austria,5/4/2016 12:06,0
AB1550,56.01,26,46339.25,127.26,Re-engineered real-time success,Garciamouth,0,Tonga,7/5/2016 18:59,1
AB1551,82.87,37,67938.77,213.36,Front-line fresh-thinking open system,West Brenda,0,Tonga,6/28/2016 20:13,0
AB1552,45.05,42,66348.95,141.36,Digitized contextually-based product,South Kyle,0,French Southern Territories,5/5/2016 11:09,1
AB1553,60.53,24,66873.9,167.22,Organic interactive support,Combsstad,0,Serbia,3/25/2016 15:17,1
AB1554,50.52,31,72270.88,171.62,Function-based stable alliance,Lake Allenville,0,New Caledonia,1/23/2016 15:02,1
AB1555,84.71,32,61610.05,210.23,Reactive responsive emulation,Greenechester,0,Taiwan,5/29/2016 7:29,0
AB1556,55.2,39,76560.59,159.46,Exclusive zero tolerance alliance,Jordantown,1,United States of America,5/30/2016 7:36,1
AB1557,81.61,33,62667.51,228.76,Enterprise-wide local matrices,Gravesport,0,Morocco,4/17/2016 15:46,0
AB1558,71.55,36,75687.46,163.99,Inverse next generation moratorium,South Troy,1,Suriname,7/20/2016 23:08,0
AB1559,82.4,36,66744.65,218.97,Implemented bifurcated workforce,Lake Patrick,1,Macedonia,6/29/2016 3:07,0
AB1560,73.95,35,67714.82,238.58,Persevering even-keeled help-desk,Millerland,0,Wallis and Futuna,4/10/2016 14:48,0
AB1561,72.07,31,69710.51,226.45,Grass-roots eco-centric instruction set,Port Jessicamouth,0,Chile,4/16/2016 16:38,0
AB1562,80.39,31,66269.49,214.74,Fully-configurable incremental Graphical User Interface,Paulport,0,Gabon,5/3/2016 8:21,0
AB1563,65.8,25,60843.32,231.49,Expanded radical software,Clineshire,1,Gabon,3/18/2016 16:04,0
AB1564,69.97,28,55041.6,250,Mandatory 3rdgeneration moderator,Cynthiaside,0,Holy See (Vatican City State),5/22/2016 0:01,0
AB1565,52.62,50,73863.25,176.52,Enterprise-wide foreground emulation,Port Juan,0,Seychelles,2/1/2016 20:30,1
AB1566,39.25,39,62378.05,152.36,Customer-focused incremental system engine,Michellefort,0,Mayotte,1/23/2016 17:39,1
AB1567,77.56,38,63336.85,130.83,Right-sized multi-tasking solution,Port Angelamouth,1,Uganda,5/19/2016 3:52,1
AB1568,33.52,43,42191.61,165.56,Vision-oriented optimizing middleware,Jessicahaven,0,Cambodia,5/9/2016 21:54,1
AB1569,79.81,24,56194.56,178.85,Proactive context-sensitive project,North Daniel,1,Antigua and Barbuda,5/31/2016 11:44,1
AB1570,84.79,33,61771.9,214.53,Managed eco-centric encoding,New Juan,0,Cameroon,3/30/2016 19:09,0
AB1571,82.7,35,61383.79,231.07,Visionary multi-tasking alliance,Amyfurt,0,Somalia,1/9/2016 15:49,0
AB1572,84.88,32,63924.82,186.48,Ameliorated tangible hierarchy,Harrishaven,0,Lebanon,4/18/2016 3:41,0
AB1573,54.92,54,23975.35,161.16,Extended interactive model,Roberttown,0,Saint Pierre and Miquelon,6/13/2016 13:59,1
AB1574,76.56,34,70179.11,221.53,Universal bi-directional extranet,Jeremyshire,1,Dominica,4/23/2016 8:15,0
AB1575,69.74,49,66524.8,243.37,Enhanced maximized access,Birdshire,0,Hungary,3/27/2016 16:41,0
AB1576,75.55,22,41851.38,169.4,Upgradable even-keeled challenge,New Amanda,0,Taiwan,2/19/2016 7:29,1
AB1577,72.19,33,61275.18,250.35,Synchronized national infrastructure,Curtisview,1,Saint Lucia,5/19/2016 11:16,0
AB1578,84.29,41,60638.38,232.54,Re-contextualized systemic time-frame,Jacksonmouth,0,Niue,1/27/2016 20:47,0
AB1579,73.89,39,47160.53,110.68,Horizontal national architecture,North April,0,France,4/20/2016 0:41,1
AB1580,75.84,21,48537.18,186.98,Reactive bi-directional workforce,Hayesmouth,0,Cyprus,2/7/2016 7:41,0
AB1581,73.38,25,53058.91,236.19,Horizontal transitional challenge,South Corey,1,French Southern Territories,4/21/2016 9:30,0
AB1582,80.72,31,68614.98,186.37,Re-engineered neutral success,Juliaport,0,Costa Rica,4/19/2016 5:15,0
AB1583,62.06,44,44174.25,105,Adaptive contextually-based methodology,Port Paultown,0,Austria,4/12/2016 14:01,1
AB1584,51.5,34,67050.16,135.31,Configurable dynamic adapter,East Vincentstad,0,Zambia,3/15/2016 11:25,1
AB1585,90.97,37,54520.14,180.77,Multi-lateral empowering throughput,Kimberlytown,0,Congo,2/16/2016 18:21,0
AB1586,86.78,30,54952.42,170.13,Fundamental zero tolerance solution,New Steve,1,United States of America,2/18/2016 23:08,0
AB1587,66.18,35,69476.42,243.61,Proactive asymmetric definition,New Johnberg,0,Pitcairn Islands,3/25/2016 8:40,0
AB1588,84.33,41,54989.93,240.95,Pre-emptive zero tolerance Local Area Network,Shawstad,0,Belize,3/16/2016 0:28,0
AB1589,36.87,36,29398.61,195.91,Self-enabling incremental collaboration,New Rebecca,0,Anguilla,1/28/2016 11:50,1
AB1590,34.78,48,42861.42,208.21,Exclusive even-keeled moratorium,Jeffreyburgh,1,South Africa,3/24/2016 2:01,1
AB1591,76.84,32,65883.39,231.59,Reduced incremental productivity,Faithview,0,Singapore,3/3/2016 22:31,0
AB1592,67.05,25,65421.39,220.92,Realigned scalable standardization,Richardsontown,0,Finland,2/26/2016 9:54,0
AB1593,41.47,31,60953.93,219.79,Secured scalable Graphical User Interface,Port Brookeland,0,Martinique,7/6/2016 15:56,1
AB1594,80.71,26,58476.57,200.58,Team-oriented context-sensitive installation,East Christopherbury,0,Cameroon,6/24/2016 5:50,0
AB1595,80.09,31,66636.84,214.08,Pre-emptive systematic budgetary management,Port Christinemouth,0,Sweden,5/23/2016 21:00,0
AB1596,56.3,49,67430.96,135.24,Fully-configurable high-level implementation,South Meghan,1,New Caledonia,2/3/2016 19:12,1
AB1597,79.36,34,57260.41,245.78,Profound maximized workforce,Hessstad,1,Bosnia and Herzegovina,4/28/2016 22:54,0
AB1598,86.38,40,66359.32,188.27,Cross-platform 4thgeneration focus group,Rhondaborough,1,Singapore,3/19/2016 14:57,0
AB1599,38.94,41,57587,142.67,Optional mission-critical functionalities,Lewismouth,1,Falkland Islands (Malvinas),7/15/2016 9:08,1
AB1600,87.26,35,63060.55,184.03,Multi-layered tangible portal,New Paul,0,Bosnia and Herzegovina,5/12/2016 4:35,0
AB1601,75.32,28,59998.5,233.6,Reduced mobile structure,Lake Angela,1,Mauritius,1/1/2016 21:58,0
AB1602,74.38,40,74024.61,220.05,Enhanced zero tolerance Graphic Interface,East Graceland,1,Indonesia,3/13/2016 13:50,0
AB1603,65.9,22,60550.66,211.39,De-engineered tertiary secured line,Hartport,0,Czech Republic,7/16/2016 14:13,0
AB1604,36.31,47,57983.3,168.92,Reverse-engineered well-modulated capability,East Yvonnechester,0,Eritrea,4/18/2016 0:49,1
AB1605,72.23,48,52736.33,115.35,Integrated coherent pricing structure,Burgessside,0,Mexico,7/17/2016 1:13,1
AB1606,88.12,38,46653.75,230.91,Realigned next generation projection,Hurleyborough,0,Gibraltar,2/17/2016 7:05,0
AB1607,83.97,28,56986.73,205.5,Reactive needs-based instruction set,Garychester,1,Haiti,6/16/2016 2:33,0
AB1608,61.09,26,55336.18,131.68,User-friendly well-modulated leverage,East Kevinbury,1,Falkland Islands (Malvinas),4/9/2016 16:31,1
AB1609,65.77,21,42162.9,218.61,Function-based fault-tolerant model,Contrerasshire,1,Eritrea,3/18/2016 17:35,0
AB1610,81.58,25,39699.13,199.39,Decentralized needs-based analyzer,Erikville,0,Hong Kong,5/11/2016 22:02,0
AB1611,37.87,52,56394.82,188.56,Phased analyzing emulation,Robertsonburgh,1,Gambia,5/25/2016 20:10,1
AB1612,76.2,37,75044.35,178.51,Multi-layered fresh-thinking process improvement,Karenton,0,Barbados,2/29/2016 19:26,0
AB1613,60.91,19,53309.61,184.94,Upgradable directional system engine,Port Kathleenfort,0,Nauru,6/9/2016 14:24,1
AB1614,74.49,28,58996.12,237.34,Persevering eco-centric flexibility,Lake Adrian,0,Peru,1/30/2016 16:15,0
AB1615,73.71,23,56605.12,211.38,Inverse local hub,New Sheila,1,El Salvador,2/15/2016 5:35,0
AB1616,78.19,30,62475.99,228.81,Triple-buffered needs-based Local Area Network,Mollyport,0,Libyan Arab Jamahiriya,1/31/2016 6:14,0
AB1617,79.54,44,70492.6,217.68,Centralized multi-state hierarchy,Sandraland,1,Cambodia,1/5/2016 16:34,0
AB1618,74.87,52,43698.53,126.97,Public-key non-volatile implementation,Charlenetown,0,Saint Barthelemy,5/31/2016 2:17,1
AB1619,87.09,36,57737.51,221.98,Synergized coherent interface,Luischester,1,Reunion,4/21/2016 16:10,0
AB1620,37.45,47,31281.01,167.86,Horizontal high-level concept,South Johnnymouth,0,Antigua and Barbuda,4/10/2016 3:30,1
AB1621,49.84,39,45800.48,111.59,Reduced multimedia project,Hannaport,0,Samoa,2/9/2016 7:21,1
AB1622,51.38,59,42362.49,158.56,Object-based modular functionalities,East Anthony,0,Afghanistan,6/17/2016 17:11,1
AB1623,83.4,34,66691.23,207.87,Polarized multimedia system engine,West Daleborough,0,Azerbaijan,5/22/2016 21:54,0
AB1624,38.91,33,56369.74,150.8,Versatile reciprocal structure,Morrismouth,1,Philippines,7/13/2016 7:41,1
AB1625,62.14,41,59397.89,110.93,Upgradable multi-tasking initiative,North Andrewstad,1,Angola,1/23/2016 18:59,1
AB1626,79.72,28,66025.11,193.8,Configurable tertiary budgetary management,Wrightburgh,1,Albania,5/20/2016 12:17,0
AB1627,73.3,36,68211.35,135.72,Adaptive asynchronous attitude,West Tanya,1,Hungary,1/30/2016 4:38,1
AB1628,69.11,42,73608.99,231.48,Face-to-face mission-critical definition,Novaktown,1,Faroe Islands,4/21/2016 12:34,0
AB1629,71.9,54,61228.96,140.15,Inverse zero tolerance customer loyalty,Timothymouth,1,Czech Republic,4/22/2016 20:32,1
AB1630,72.45,29,72325.91,195.36,Centralized 24hour synergy,Robertmouth,1,Svalbard & Jan Mayen Islands,1/11/2016 6:02,0
AB1631,77.07,40,44559.43,261.02,Face-to-face analyzing encryption,Stephenborough,0,Afghanistan,3/1/2016 10:01,0
AB1632,74.62,36,73207.15,217.79,Self-enabling even-keeled methodology,Lake Kurtmouth,0,Rwanda,4/4/2016 8:19,0
AB1633,82.07,25,46722.07,205.38,Function-based optimizing extranet,Lauraburgh,1,Panama,6/20/2016 6:30,0
AB1634,58.6,50,45400.5,113.7,Organic asynchronous hierarchy,Rogerburgh,0,Samoa,1/28/2016 7:10,1
AB1635,36.08,45,41417.27,151.47,Automated client-driven orchestration,Davidside,1,United States Minor Outlying Islands,7/3/2016 4:11,1
AB1636,79.44,26,60845.55,206.79,Public-key zero-defect analyzer,West Thomas,0,Greece,5/15/2016 13:18,0
AB1637,41.73,47,60812.77,144.71,Proactive client-server productivity,Andersonchester,0,Cote d'Ivoire,4/8/2016 22:48,1
AB1638,73.19,25,64267.88,203.74,Cloned incremental matrices,North Ronaldshire,1,Pakistan,1/19/2016 12:18,0
AB1639,77.6,24,58151.87,197.33,Open-architected system-worthy task-force,Greghaven,1,Anguilla,5/26/2016 15:40,0
AB1640,89,37,52079.18,222.26,Devolved regional moderator,Jordanmouth,1,Cyprus,1/26/2016 15:56,0
AB1641,69.2,42,26023.99,123.8,Balanced value-added database,Meyersstad,0,Peru,6/17/2016 9:58,1
AB1642,67.56,31,62318.38,125.45,Seamless composite budgetary management,Michelleside,0,Kenya,4/25/2016 21:15,1
AB1643,81.11,39,56216.57,248.19,Total cohesive moratorium,South Robert,1,Chad,7/13/2016 11:41,0
AB1644,80.22,30,61806.31,224.58,Integrated motivating neural-net,New Tyler,0,Kyrgyz Republic,7/5/2016 15:14,0
AB1645,43.63,41,51662.24,123.25,Exclusive zero tolerance frame,Jordanshire,1,Albania,3/15/2016 14:06,1
AB1646,77.66,29,67080.94,168.15,Operative scalable emulation,Reyesland,0,Gabon,6/19/2016 22:08,0
AB1647,74.63,26,51975.41,235.99,Enhanced asymmetric installation,New Traceystad,1,Dominican Republic,7/5/2016 20:16,0
AB1648,49.67,27,28019.09,153.69,Face-to-face reciprocal methodology,Port Brian,0,Zimbabwe,5/9/2016 8:44,1
AB1649,80.59,37,67744.56,224.23,Robust responsive collaboration,Lake Courtney,0,Croatia,7/21/2016 23:14,0
AB1650,83.49,33,66574,190.75,Polarized logistical hub,Samuelborough,1,Cambodia,6/3/2016 17:32,0
AB1651,44.46,42,30487.48,132.66,Intuitive zero-defect framework,Christinehaven,1,Mongolia,1/15/2016 19:40,1
AB1652,68.1,40,74903.41,227.73,Reactive composite project,Thomasstad,1,Honduras,2/5/2016 16:50,0
AB1653,63.88,38,19991.72,136.85,Upgradable even-keeled hardware,Kristintown,0,Madagascar,2/29/2016 23:56,1
AB1654,78.83,36,66050.63,234.64,Future-proofed responsive matrix,New Wanda,1,Qatar,5/8/2016 12:08,0
AB1655,79.97,44,70449.04,216,Programmable empowering middleware,Mariebury,0,China,7/13/2016 1:48,0
AB1656,80.51,28,64008.55,200.28,Robust dedicated system engine,Christopherville,1,Bangladesh,1/8/2016 2:34,0
AB1657,62.26,26,70203.74,202.77,Public-key mission-critical core,New Jasmine,0,Swaziland,6/8/2016 12:25,0
AB1658,66.99,47,27262.51,124.44,Operative actuating installation,Lopezberg,1,Tanzania,6/15/2016 11:56,1
AB1659,71.05,20,49544.41,204.22,Self-enabling asynchronous knowledge user,Jenniferstad,1,Eritrea,6/13/2016 22:41,0
AB1660,42.05,51,28357.27,174.55,Configurable 24/7 hub,West Eduardotown,1,Canada,6/20/2016 14:20,1
AB1661,50.52,28,66929.03,219.69,Versatile responsive knowledge user,Davisfurt,0,Saint Kitts and Nevis,4/3/2016 6:17,1
AB1662,76.24,40,75524.78,198.32,Managed impactful definition,Bakerhaven,1,Burkina Faso,5/31/2016 23:42,0
AB1663,77.29,27,66265.34,201.24,Grass-roots 4thgeneration forecast,Paulshire,1,Tuvalu,2/15/2016 3:43,0
AB1664,35.98,47,55993.68,165.52,Focused 3rdgeneration pricing structure,West Jane,1,El Salvador,3/10/2016 23:26,1
AB1665,84.95,34,56379.3,230.36,Mandatory dedicated data-warehouse,Lake Brian,0,Madagascar,2/26/2016 17:01,0
AB1666,39.34,43,31215.88,148.93,Proactive radical support,Alvaradoport,0,Bangladesh,4/17/2016 21:39,1
AB1667,87.23,29,51015.11,202.12,Re-engineered responsive definition,Lake Kevin,0,American Samoa,3/26/2016 19:54,0
AB1668,57.24,52,46473.14,117.35,Profound optimizing utilization,Richardsonland,1,Latvia,6/29/2016 21:39,1
AB1669,81.58,41,55479.62,248.16,Cloned explicit middleware,East Sheriville,0,Moldova,1/27/2016 17:55,0
AB1670,56.34,50,68713.7,139.02,Multi-channeled mission-critical success,Port Michealburgh,1,Anguilla,3/17/2016 23:39,1
AB1671,48.73,27,34191.23,142.04,Versatile content-based protocol,Monicaview,0,Bangladesh,7/9/2016 16:23,1
AB1672,51.68,49,51067.54,258.62,Seamless cohesive conglomeration,Katieport,0,Faroe Islands,6/28/2016 12:51,1
AB1673,35.34,45,46693.76,152.86,De-engineered actuating hierarchy,East Brittanyville,0,Taiwan,6/18/2016 16:32,1
AB1674,48.09,33,19345.36,180.42,Balanced motivating help-desk,West Travismouth,0,Heard Island and McDonald Islands,5/28/2016 12:38,1
AB1675,78.68,29,66225.72,208.05,Inverse high-level capability,Leonchester,0,Israel,1/16/2016 16:40,0
AB1676,68.82,20,38609.2,205.64,Cross-platform client-server hierarchy,Ramirezland,1,Bolivia,7/11/2016 15:45,0
AB1677,56.99,40,37713.23,108.15,Sharable optimal capacity,Brownton,0,Bahamas,7/16/2016 23:08,1
AB1678,86.63,39,63764.28,209.64,Face-to-face multimedia success,New Jessicaport,1,Costa Rica,4/6/2016 21:20,0
AB1679,41.18,43,41866.55,129.25,Enterprise-wide incremental Internet solution,New Denisebury,1,Myanmar,7/5/2016 0:54,1
AB1680,71.03,32,57846.68,120.85,Advanced systemic productivity,Keithtown,0,Netherlands Antilles,2/17/2016 23:47,1
AB1681,72.92,29,69428.73,217.1,Customizable mission-critical adapter,Port Melissastad,1,Czech Republic,3/15/2016 17:33,0
AB1682,77.14,24,60283.98,184.88,Horizontal heuristic synergy,Janiceview,1,Iceland,1/21/2016 18:51,0
AB1683,60.7,43,79332.33,192.6,Multi-tiered multi-state moderator,Mataberg,1,Palau,6/6/2016 22:41,0
AB1684,34.3,41,53167.68,160.74,Re-contextualized reciprocal interface,West Melaniefurt,1,Libyan Arab Jamahiriya,5/16/2016 14:50,1
AB1685,83.71,45,64564.07,220.48,Organized demand-driven knowledgebase,Millerfort,1,Kazakhstan,4/17/2016 19:10,0
AB1686,53.38,35,60803.37,120.06,Total local synergy,Alexanderview,1,French Guiana,3/30/2016 1:05,1
AB1687,58.03,31,28387.42,129.33,User-friendly bandwidth-monitored attitude,South Jade,0,Tuvalu,6/29/2016 9:04,1
AB1688,43.59,36,58849.77,132.31,Re-engineered context-sensitive knowledge user,Lake Susan,1,Congo,5/26/2016 13:43,1
AB1689,60.07,42,65963.37,120.75,Total user-facing hierarchy,South Vincentchester,1,United Kingdom,4/15/2016 10:16,1
AB1690,54.43,37,75180.2,154.74,Balanced contextually-based pricing structure,Williamsmouth,1,Luxembourg,5/31/2016 9:06,1
AB1691,81.99,33,61270.14,230.9,Inverse bi-directional knowledge user,Taylorport,0,French Polynesia,2/15/2016 14:13,0
AB1692,60.53,29,56759.48,123.28,Networked even-keeled workforce,Williamsport,0,Papua New Guinea,5/9/2016 10:21,1
AB1693,84.69,31,46160.63,231.85,Right-sized transitional parallelism,Emilyfurt,1,Maldives,7/7/2016 23:32,0
AB1694,88.72,32,43870.51,211.87,Customer-focused system-worthy superstructure,East John,1,Zambia,1/3/2016 17:10,0
AB1695,88.89,35,50439.49,218.8,Balanced 4thgeneration success,East Deborahhaven,1,Cook Islands,7/17/2016 18:55,0
AB1696,69.58,43,28028.74,255.07,Cross-group value-added success,Port Katelynview,0,Congo,4/4/2016 18:36,1
AB1697,85.23,36,64238.71,212.92,Visionary client-driven installation,Paulhaven,1,Senegal,2/27/2016 12:34,0
AB1698,83.55,39,65816.38,221.18,Switchable well-modulated infrastructure,Elizabethmouth,1,Myanmar,6/8/2016 20:13,0
AB1699,56.66,42,72684.44,139.42,Upgradable asymmetric emulation,Lake Jesus,0,Dominican Republic,2/20/2016 10:52,1
AB1700,56.39,27,38817.4,248.12,Configurable tertiary capability,North Tylerland,1,Bahrain,3/23/2016 21:06,0
AB1701,76.24,27,63976.44,214.42,Monitored dynamic instruction set,Munozberg,0,Puerto Rico,6/7/2016 1:29,0
AB1702,57.64,36,37212.54,110.25,Robust web-enabled attitude,North Maryland,1,Chile,1/18/2016 15:18,1
AB1703,78.18,23,52691.79,167.67,Customer-focused full-range neural-net,West Barbara,0,Bolivia,6/9/2016 19:32,0
AB1704,46.04,32,65499.93,147.92,Universal transitional Graphical User Interface,Andrewborough,0,Serbia,5/30/2016 20:07,1
AB1705,79.4,35,63966.72,236.87,User-centric intangible contingency,New Gabriel,0,Malaysia,4/1/2016 9:21,0
AB1706,36.44,39,52400.88,147.64,Configurable disintermediate throughput,Port Patrickton,1,Estonia,5/31/2016 6:21,1
AB1707,53.14,38,49111.47,109,Automated web-enabled migration,West Julia,1,Greenland,7/3/2016 22:13,1
AB1708,32.84,40,41232.89,171.72,Triple-buffered 3rdgeneration migration,New Keithburgh,0,Trinidad and Tobago,3/10/2016 1:36,1
AB1709,73.72,32,52140.04,256.4,Universal contextually-based system engine,Richardsland,1,Thailand,3/18/2016 2:39,0
AB1710,38.1,34,60641.09,214.38,Optional secondary access,North Aaronchester,1,Philippines,5/30/2016 18:08,1
AB1711,73.93,44,74180.05,218.22,Quality-focused scalable utilization,Lake Matthewland,0,Niue,2/20/2016 0:06,0
AB1712,51.87,50,51869.87,119.65,Team-oriented dynamic forecast,Kevinberg,0,Afghanistan,3/10/2016 22:28,1
AB1713,77.69,22,48852.58,169.88,Horizontal heuristic support,Morganfort,1,Angola,6/21/2016 14:32,0
AB1714,43.41,28,59144.02,160.73,Customer-focused zero-defect process improvement,Lovemouth,0,Egypt,2/5/2016 15:26,1
AB1715,55.92,24,33951.63,145.08,Focused systemic benchmark,Taylorhaven,0,Fiji,5/31/2016 21:41,1
AB1716,80.67,34,58909.36,239.76,Seamless impactful info-mediaries,Jamesville,0,Portugal,1/1/2016 2:52,0
AB1717,83.42,25,49850.52,183.42,Advanced heuristic firmware,East Toddfort,1,Austria,3/4/2016 14:10,0
